bus_id,route_id,route_name,stop_id,stop_name,hour,crowd
BUS1161,1bi,35 VSD-KMT-KSGP,2nr,Dhoopanahalli,4,Medium
BUS1162,x5,D42G-HSS,3x,Siddartha International School,16,Low
BUS1163,2gv,271 KBS-BELF,jc,Sompura Tumakur Road,15,Low
BUS1164,14z,KVM-3,2x3,Kamalanagara Market,17,High
BUS1165,20l,305-Q,4c,Koshys Hospital Kalkere,9,High
BUS1166,202,234-EC,1q6,State Bank of India,18,High
BUS1167,1jt,248-BB,3nl,Motaganahalli Bishop Cotton School,19,High
BUS1168,1yv,398-B,5l3,Chandapura KEB,15,Low
BUS1169,1a2,APS-15,1fv,Rajajinagara Entrance,5,Medium
BUS1170,2k6,321-D,5mq,Gowrenahalli,7,Medium
BUS1171,1mv,KLNB-BNWD-SMVT-BEML,68s,Kadugodi Bridge,9,High
BUS1172,2ya,BMSIT-7,5kg,Rangappanapalya Gate,22,Medium
BUS1173,2c1,258-WA KMT-JTS,6ai,Brundavana Nagara,12,Low
BUS1174,l5,D27G-ANKL,1yx,Mutturu,15,Low
BUS1175,13z,D4-JBS4T,3xm,Maruru,13,Low
BUS1176,1kb,285 BMSITY-YHKOT,1w7,Chambenahalli,12,Low
BUS1177,sk,285-JC,2cp,Hebbala,7,Medium
BUS1178,2i7,282B YHKOT-MSGH,2kk,Kannamangala Gate,6,Medium
BUS1179,1vn,IIHS-02,5z,Masthenahalli,4,Medium
BUS1180,26l,347-G,1q8,Kannamangala Gate,9,High
BUS1181,308,225-C CLO-BEML5,332,HMT Club House,19,High
BUS1182,21q,MF-211AC VSD-KGP,45e,Indluvadi,3,Medium
BUS1183,2o5,211-Q,4os,Lakshmidevi Nagara,16,Low
BUS1184,11p,289-B YHK-KDYPH,d6,Agara Cross,12,Low
BUS1185,pn,258-VF,21c,Srirama Reddy Layout,20,High
BUS1186,2tb,372-B,1hf,Sony World 80ft Road Koramangala,18,High
BUS1187,hn,ARMY-6A,4ey,Vishwanathapura,6,Medium
BUS1188,29q,356-Z,1jy,Jalli Machine,12,Low
BUS1189,cy,380-E,fw,Hosapalya,14,Low
BUS1190,25h,271-PA YTTMC-CKB,3zj,Mathikere,3,Medium
BUS1191,xh,225-C BEML5-JNKLO,1b1,Cambridge Public School Yalahanka,21,Medium
BUS1192,12q,256-MB YTTMC-KDH,391,Bhuvaneshwari Nagara 1st Stage,19,High
BUS1193,1ev,501-CH YTTMC-KMG,3vv,Iggluru,17,High
BUS1194,1kr,317-SA,24q,Sanjay Gandhi Nagara,0,Medium
BUS1195,1pb,284-H PTH-GNR2,1n7,Crystal Apartment Sarjapura Road,1,Medium
BUS1196,2fz,255-E KBS-NSP,n8,Appasandra,12,Low
BUS1197,2rf,MF-26,4pf,S Medahalli,8,High
BUS1198,o2,ST BENEDICT-11.,1gu,Manchanabele,13,Low
BUS1199,1t3,507-E,2qz,National Cricket Academy,1,Medium
BUS1200,1g8,286-B,5ji,Karekalpalya Cross,0,Medium
BUS1201,2p3,V-500DP,4b2,Ramanahalli,14,Low
BUS1202,2dp,401-AE,1i1,Jeevan Bheemanagara Cross,18,High
BUS1203,2zj,SCS-03,3pm,ITI Colony Gate,1,Medium
BUS1204,16j,JINDAL-1,ac,Sudduguntepalya,3,Medium
BUS1205,1ag,MF-500EB BYPMS-ELC,4xy,GTRE Engine Division,12,Low
BUS1206,nd,276-C,vg,Gejjagadahalli Cross,14,Low
BUS1207,1k4,247,5gv,Harapanahalli Village,4,Medium
BUS1208,ot,410,28z,Bommanahalli,11,Low
BUS1209,t6,D49-BDD,53s,CS-Christal House Learning School,7,Medium
BUS1210,1zs,D16-DPJN,287,Ayyappa Nagara Muneshwara Temple Sadaramangala,13,Low
BUS1211,84,SCS-2,sb,Dodda Cheemanahalli,11,Low
BUS1212,24v,304-VB,447,Reva College Gate,8,High
BUS1213,g9,251-C PSS-RPS-LGR,3ge,Gangamma Temple Maralawadi Road,20,High
BUS1214,1e,75-F,244,CS-Shilp Bekary,18,High
BUS1215,w7,258-YA KMT-HCP,4do,Gollahalli,18,High
BUS1216,2uv,UPLO-MDP-CLO,629,Ambedkar Medical College Shampura,1,Medium
BUS1217,17o,356-CW CSB-ELCW FLY,us,School Manchanayakanahalli,4,Medium
BUS1218,1y1,212-D,5ic,Hosapalya Colony,17,High
BUS1219,gy,331-A SBS-KDG,49w,Sir M Vishweshwaraiah Railway Station,9,High
BUS1220,1lk,360-D,4u9,Fairland Shop,20,High
BUS1221,1io,V-171,4b,Nellukunte,5,Medium
BUS1222,199,316-A,53w,Honnavara,14,Low
BUS1223,28k,SNBS-HSKPB,60k,Thalagattapura Metro Station,9,High
BUS1224,1z5,212-B KMT-KRH,1a6,Kannurahalli,21,Medium
BUS1225,2oa,341-A,14f,Papanahalli Gate,18,High
BUS1226,1cv,D45-D45G,6cw,Loyola School,4,Medium
BUS1227,1gj,362-C SBS-YLH,3a6,Kempapura,9,High
BUS1228,1k,222-A,4td,Jyothi Farm,22,Medium
BUS1229,28n,MF-20,5me,Stone Factory,22,Medium
BUS1230,1za,500-QG PTH-HBL-KRPGH,5lm,Nayanahalli,8,High
BUS1231,2zo,369-J,6cy,Boorugunte,10,High
BUS1232,1cp,210-A,1ft,Harohalli Depot,2,Medium
BUS1233,29e,G-6,wp,BDA Flats Kommaghatta,18,High
BUS1234,2o7,ITPL-4J,5jw,Patelappa Layout,20,High
BUS1235,2mk,284-A,i7,Halasuru Police Station,16,Low
BUS1236,10z,228-K SBS-KMTFLY-BDD,qk,Ragihalli Gate,20,High
BUS1237,2l6,290,53y,Chikka Beguru,13,Low
BUS1238,2ql,JHC-CKB-VRP,3yw,Basavanapura,18,High
BUS1239,1g2,282-G,66u,KHB Colony Dodda Aladamara,12,Low
BUS1240,q1,D31G-BMBS,41j,Rupesh Hotel,9,High
BUS1241,1pk,334-EA,5a0,UjinappanaDoddy,16,Low
BUS1242,j3,ST BEN-20,2rp,Thabarahalli Gate,17,High
BUS1243,td,242-ZD,5n2,BCMC Layout Raghuvanahalli,5,Medium
BUS1244,2rp,G-3,22d,Apollo Hospital,12,Low
BUS1245,1zw,304-T,267,JP Nagara 5th Phase,1,Medium
BUS1246,nq,369-A D34-HLM,1ai,Nursery Maragondanahalli,21,Medium
BUS1247,2k1,251-M,5u,Jodi Ragi Thimmasandra,21,Medium
BUS1248,qn,45-B BSK-BVN,no,Mallasandra Health Center,1,Medium
BUS1249,8c,227-K,3af,Manjunatha Kalyana Mantapa,12,Low
BUS1250,27j,298-ME KMT-AGO-NLR,54r,Devasandra,5,Medium
BUS1251,wp,234 KMT-MRBS-CLO,1st,Begihalli,9,High
BUS1252,t5,243-D,4a1,ITI Colony Gate,9,High
BUS1253,1x1,321-G,2xe,Alphine Apartment,9,High
BUS1254,2o8,263-C,5y7,Kundana Cross,2,Medium
BUS1255,31e,251-D,av,Doddaballapura KEB Circle,3,Medium
BUS1256,16a,415-H KBS-VSD-AJB,n0,Devanahalli Bypass NH-7,19,High
BUS1257,11,BMBS-JHC,24x,Geleyara Balaga Layout,11,Low
BUS1258,1n1,298-C KMT-AGO-KLP,4gh,Chambenahalli,2,Medium
BUS1259,u7,362-CA,4dj,GKVK GATE,3,Medium
BUS1260,25g,L & T-04,1rv,Bettahalli Colony,11,Low
BUS1261,220,401-AN,2vz,Kariyappana Doddy,15,Low
BUS1262,1gv,238-W,6g,Kateramma Temple Makanahalli,22,Medium
BUS1263,lb,263-R,3wg,Prashanth Nagara,11,Low
BUS1264,2d0,258-C KBS-GDP,3dw,PES College Kasavanahalli,12,Low
BUS1265,30j,300-DA,48s,Surya Nagara,20,High
BUS1266,1wu,382-C KBS-DNH,2ja,CS-K Narayanapura,23,Medium
BUS1267,1r0,ITPB-9A,3mn,Vinayaka Nagara JP Nagara,22,Medium
BUS1268,1fs,291-D,cz,Shastri Bakery,20,High
BUS1269,2ev,88-A BSN-GPO,1zf,Rampura Cross,11,Low
BUS1270,82,D24-D24G,3se,Bychapura Appartment,6,Medium
BUS1271,16m,288-H KBS-AGS-TDL,2e1,Sarala Birla Academy,12,Low
BUS1272,7u,298-MP KBS-HRH-VJP,4qs,NICE Road Tumkur Road Junction,11,Low
BUS1273,5q,267-A D45G-HSG,3fd,RR Medical College,18,High
BUS1274,2ze,305-M,2ow,Jandemara,7,Medium
BUS1275,9y,315-J,5d8,Jakkur 18th Cross,12,Low
BUS1276,2vg,JNSVS-3,2w8,Coca Cola Byramangala,12,Low
BUS1277,1wx,VNS-16,143,Honnasandra,1,Medium
BUS1278,111,305-G,4t5,Singena Agrahara Cross,21,Medium
BUS1279,z7,297-J DVH-DBP,2yn,Mylappanahalli,5,Medium
BUS1280,1vc,80-A D31G-KBS,4rg,Sollepura,20,High
BUS1281,2zz,CLO-BMBS,1vl,Varthuru Govt College,18,High
BUS1282,2tm,285-YA HHP-KBS,540,MS Ramaiah Hospital,23,Medium
BUS1283,1cr,HAL PV-17,176,Kateramma Temple Kambalipura,6,Medium
BUS1284,g5,139 SBS-KFC-SVM,5mh,Embassy School,11,Low
BUS1285,229,253-A,2jv,Karlapura Gate,20,High
BUS1286,kc,211-A VLS-BSK-KMT,3o1,Malenallasandra Junction,12,Low
BUS1287,25q,258-DN,2ct,Byadarahalli,1,Medium
BUS1288,6l,360 CPR-KRM,67n,Patalamma Temple,19,High
BUS1289,2qh,285-CB KKH-KBS,25k,Maligenahalli Bidaluru,18,High
BUS1290,l2,V-300MV,5w,Muttanalluru Cross,18,High
BUS1291,99,210-X BSK-CNDRN,19p,Thippasandra Market,3,Medium
BUS1292,1br,370-B D34G-KRTD,5u8,Varthuru,0,Medium
BUS1293,2gp,170,81,KHB Colony,12,Low
BUS1294,25j,361-K,5a3,Elmeasure KIADB,5,Medium
BUS1295,2ma,D44-ANP10BLK,3k8,Basavanna Devasthana CK Palya,3,Medium
BUS1296,in,D34G-DCH,3g5,Yarthiganahalli,8,High
BUS1297,mo,2,ug,Baladimmanahalli,0,Medium
BUS1298,1ob,500-CA ITPL-PPLO,1j7,Jeevanahalli Water Tank,0,Medium
BUS1299,9e,12,45e,Indluvadi,17,High
BUS1300,10v,V-240M,10g,Kengeri Church,19,High
BUS1301,233,290-S D45G-TDL-SBS,52l,Balluru,4,Medium
BUS1302,zf,BELGS-35,4a8,AECS Dental College,17,High
BUS1303,wu,60A-MDP-NBC,60h,Kodihalli Motaganahalli,22,Medium
BUS1304,bq,KVUL-01,6a1,Ragihalli Gate,3,Medium
BUS1305,i1,ITPB-4H,4m,Karenahalli,9,High
BUS1306,2l5,210-E KBS-KMTFLY-KBDA,3gi,Wind Tunnel Road (Murugeshpalya),22,Medium
BUS1307,1mf,266-E,512,Bhattarahalli,23,Medium
BUS1308,22c,240-H,2th,Brigade Omega Apartment,18,High
BUS1309,16,241-N D31G-BDG,1rk,Thalaghattapura Metro Station,6,Medium
BUS1310,2uj,HALPV-6,2jf,RR School,11,Low
BUS1311,16v,238-D DPJN-NBV1S,1s0,Bittasandra,5,Medium
BUS1312,29a,282-A,399,Kammasandra Gate,11,Low
BUS1313,2gj,316-D,5nv,South End Circle,9,High
BUS1314,2g5,285 BELF-HBLB-DBP,3q0,Peenya Metro Station,18,High
BUS1315,g5,139 SBS-KFC-SVM,kp,CS-Kacharakanahalli,13,Low
BUS1316,307,240-F,5ri,Singasandra FLY,3,Medium
BUS1317,e6,MF-5,3hy,Nyaya Degula,16,Low
BUS1318,of,500-Y SRPMS-KDG,50h,Senior Officers Quaters,17,High
BUS1319,nl,MF-25 TPH-JHMS,68n,Nimbekaipura Gate,7,Medium
BUS1320,2rj,D14G-ALP,h9,Kadasonnappanahalli Gate,2,Medium
BUS1321,ge,VTTMC-MDP-NBC,3ax,Nagawara Junction,19,High
BUS1322,24b,349-K,1ry,Mestripalya,5,Medium
BUS1323,1vy,D32-SRN,41i,Kadubisanahalli,8,High
BUS1324,2fl,NDC-SNBS-KBS,4z3,TISB Boys Hostel,22,Medium
BUS1325,au,285-MJ,67i,Dhaba Gate,1,Medium
BUS1326,23x,505,699,Manjunatha Nagara,20,High
BUS1327,12f,279-H,42d,Narasipura,10,High
BUS1328,2uf,201 SRN-VVKN,1wy,1st Stage 3rd Block Nagarabhavi (Nayandahalli),8,High
BUS1329,1v5,SCS-9,5c,Dodda Nagamangala,18,High
BUS1330,2fg,252-A SBS-PSB,1s7,Singahalli,0,Medium
BUS1331,1wd,D6G-KVB,5ql,Jnanabharathi Metro Station,6,Medium
BUS1332,2bh,253-K KMT- MLHP,1tb,Aerospace Bagalur,22,Medium
BUS1333,29x,402-D KBS-MADT,46t,Lurdubayi Samudaya Bhavana,9,High
BUS1334,2li,242-H,6da,BEML Complex,11,Low
BUS1335,2ix,231-D,37o,Sangam Circle,0,Medium
BUS1336,14d,300-H,2n,Naganayakanakote Cross,14,Low
BUS1337,g1,238-UM DPN-UST,391,Bhuvaneshwari Nagara 1st Stage,5,Medium
BUS1338,305,SBS-HAL-BEMLG,3li,R V Metro Station,3,Medium
BUS1339,ad,273-H SBS-SDN,3v1,Chandra Layout Circle,13,Low
BUS1340,s8,221-E,3xn,Konanakunte Reliance Fresh,8,High
BUS1341,2c4,215-N,4l3,Nammura Sarkari School,0,Medium
BUS1342,2vs,13 SNBS-BGRD,36k,Ashwathkatte Manorayanapalya,6,Medium
BUS1343,145,CLO-RPCLO,2fu,Basavapatna,0,Medium
BUS1344,25c,227-ZA,55r,Hosahalli,10,High
BUS1345,25z,MF-510,1yn,ITPL Back Gate Big Bazzar,6,Medium
BUS1346,1rz,398-H D27G-HSK,hj,Himagiri,19,High
BUS1347,gx,406 HBLB-NMG,31e,Rani Circle,6,Medium
BUS1348,267,258-P,2wg,CK Thandya Cross,1,Medium
BUS1349,3g,210-D KMT-CEC,3ky,Yeshawanthapura,11,Low
BUS1350,2mu,BEL GS-30,67w,Dabbaguli Gate,8,High
BUS1351,lo,600-F BEML5-ATB,28t,Mantri Alpyne Apartment,10,High
BUS1352,2e4,283-B ARS-HBL,2fy,Anjanapura 10th Block,3,Medium
BUS1353,z5,45-B VSD-BVN,326,KIADB Area,7,Medium
BUS1354,1d0,280-L,zg,Maniksha Parade Ground,7,Medium
BUS1355,2oe,328-H D41G-HSK,4gk,Immadihalli,5,Medium
BUS1356,1hf,ITPL-8E,4ft,Anchipura Colony,9,High
BUS1357,m9,235-K BSN-DBT,1dy,Chikkanahalli,17,High
BUS1358,j5,D27-JAPC,4ll,Kavala Hosahalli,2,Medium
BUS1359,1m4,276-E SBS-D45G,214,Hommadevanahalli,11,Low
BUS1360,12h,MF-410FC,1bf,Tubagere,7,Medium
BUS1361,xc,328-G,26t,Radhareddy Layout,1,Medium
BUS1362,12r,G-3 D6G-BGR,63w,Lakshmipura,22,Medium
BUS1363,1ka,303-G,5c2,Basaveshwara College,14,Low
BUS1364,267,258-P,4pv,Devagere,2,Medium
BUS1365,18q,221-J KBS-GGH,2su,Narayanapura,5,Medium
BUS1366,13x,VKN-D34G,1zo,Marathahalli,6,Medium
BUS1367,b5,365-H,xf,Parvatapura Devanahalli,18,High
BUS1368,1vr,319 SVM-KDGB,5lm,Nayanahalli,16,Low
BUS1369,3j,ALP-SBS,ck,Sonnenahalli Bridge,21,Medium
BUS1370,nx,D8-YBS,271,Bettenahalli,17,High
BUS1371,1qs,302 KLN-OBH,5zf,Kondashettyhalli,17,High
BUS1372,z5,45-B VSD-BVN,5y4,Jaraganahalli Cross,14,Low
BUS1373,90,273-B KMT-ABG,5o5,CS-HAL ARDC,19,High
BUS1374,1od,APS-4,698,CS-HAL Museum,23,Medium
BUS1375,2cz,227-P,60i,Haraluru,7,Medium
BUS1376,16t,500-CT,3i4,K Narayanapura Main Bus Stand,21,Medium
BUS1377,1nw,502-PS,1uf,Deepanjalinagara,12,Low
BUS1378,og,GGP-RMSP,4ie,Karapanahalli Gate,12,Low
BUS1379,1qe,SBS-MKC-D14G,em,Jakkur Layout,23,Medium
BUS1380,25h,271-PA YTTMC-CKB,2ye,Museum,8,High
BUS1381,2vw,335-E,5mz,Shankar Mutt,3,Medium
BUS1382,q8,402-C,5yp,Sidedahalli,10,High
BUS1383,2i9,251-G KBS-MTKR,4og,Akshayanagara,14,Low
BUS1384,r3,MF-253HE,4zk,Karpura Gate,4,Medium
BUS1385,1kg,213-FA,46w,Magadi Road TollGate,12,Low
BUS1386,151,399-C,s0,Byalalu,7,Medium
BUS1387,2ag,227-P KBS-KSP,3is,Basappanapalya Cross,16,Low
BUS1388,k3,298-M DVH-HRH-VJP,6al,Multiplex Marathahalli,19,High
BUS1389,1v8,305-A,58y,Bilavaradahalli,13,Low
BUS1390,1j0,BSK-NRC,2jp,Sonare Doddy,0,Medium
BUS1391,2t0,360-S D38G-ANK-RMH,2e0,Hittarahalli Gate,0,Medium
BUS1392,209,241-C,sh,Byatha Cross,20,High
BUS1393,hf,80-B,3id,Huttanahalli,20,High
BUS1394,2w,305-F D24G-NDVC,62l,Nitte International School,18,High
BUS1395,15o,225-CB,5hv,CS-Whispering Meadows Patelappa Layout,10,High
BUS1396,2k0,ITPL-2D,ly,Nagavarapalya,11,Low
BUS1397,1xs,174,63i,Sapthagiri Convention Hall,16,Low
BUS1398,1c7,377-H,o4,Malagala,2,Medium
BUS1399,en,285-MC PTH-SBS-HAL,1p3,Kasthurinagara,2,Medium
BUS1400,172,365-K,4ju,Indiranagara Police Station/KFC,16,Low
BUS1401,1ne,TR-4,1lt,Nisarga Badavane East Gate,8,High
BUS1402,17r,347-C,5dw,5th Stone NICE Road,3,Medium
BUS1403,1d,231-B,5xn,Byrasandrapalya Gate,11,Low
BUS1404,18q,221-J KBS-GGH,1sz,Kuduregere Gate,2,Medium
BUS1405,2vv,253  SBS-HSG,2kh,Brooke Bond,14,Low
BUS1406,n2,276-A SBS-VRP-D45,5en,Agrahara Layout Cross,23,Medium
BUS1407,1xg,234-E,31,Kotur Gate,9,High
BUS1408,1l7,C-365,4wa,Amruthahalli,0,Medium
BUS1409,2le,YBS-INGVBS,19d,Hilal Nagara Cross HBR Layout,9,High
BUS1410,aj,293-N,2an,IBM Gate,10,High
BUS1411,19o,MF-502F,446,Budigere Cross,20,High
BUS1412,1gn,MF-39 RMS-JBMS,5bb,Sowthegowdanahalli,2,Medium
BUS1413,1na,285-M PTLM-DBP,4dl,Mayasandra Gate,9,High
BUS1414,2zw,290 SBS-RSL-TNS,1qf,Binny Mill ETA Garden,23,Medium
BUS1415,245,211-K,1y4,Gaviyanapalya,2,Medium
BUS1416,6,SHGS-DAMC,5sn,Swabiman Park,3,Medium
BUS1417,f3,329-M,69g,Patel Thota Aluru,17,High
BUS1418,tw,350-B KBS-MTN,1gm,CS-Sri Sai Packaging Company,17,High
BUS1419,2x6,KRM-CPWD,3ac,Echalamara Vidyaranyapura,10,High
BUS1420,12h,MF-410FC,375,South End Circle,23,Medium
BUS1421,139,226-SB,134,CS-SDM Hospital Anchepalya,3,Medium
BUS1422,1gz,500-A YTTMC-GGP-CSB,3k,Rajanukunte,20,High
BUS1423,2eb,283-B,2hl,Hennagara Gate,2,Medium
BUS1424,3u,401-NY,l4,Kogilu Cross,15,Low
BUS1425,1oa,KBS-5H,15n,HMT Club House,12,Low
BUS1426,2la,271-F KMT-HGV,hc,Rayan Circle,18,High
BUS1427,1em,SPHS-14,3ix,Nallur Cross,20,High
BUS1428,2mw,306-F KBS-BRH,2tj,Neeleri Cross,3,Medium
BUS1429,2i2,201-G,1hp,Manchanabele Dam Cross,9,High
BUS1430,av,282-D KBS-VVC,6b2,NICE Road 17th Stone,1,Medium
BUS1431,ad,273-H SBS-SDN,21t,Kakkehalli,23,Medium
BUS1432,wg,227-L,3ph,Modern Food Goraguntepalya,3,Medium
BUS1433,1vx,238-U KBS-SMH,2hs,Devaiah Park,13,Low
BUS1434,122,139-MRS-SBS,4d0,Dodda Nagamangala,0,Medium
BUS1435,27y,346-CK,5lr,Ashwath Nagara Cross,14,Low
BUS1436,31b,15-E KBS-PPLO,22h,Provident Sunworth Apartment,1,Medium
BUS1437,2s,YTTMC-VYKVLP,2pi,Lingapura,12,Low
BUS1438,dp,CHLS-6,5lt,Sriramapura Bommasandra Road,18,High
BUS1439,1bt,368 SBS-D27G,15s,Madhugirihalli,16,Low
BUS1440,1jb,401-K D45G-KGR,2pa,B Narayanapura Ring Road,18,High
BUS1441,2pr,BEML B-22,53o,Agrahara Layout,7,Medium
BUS1442,o1,300-E,45c,Venkatala,16,Low
BUS1443,1j0,BSK-NRC,os,Deva Machohalli Cross,16,Low
BUS1444,2a3,VLO1-KGR,5lq,Geetanjali Layout,2,Medium
BUS1445,1ej,BELGS-27,5jk,Sundaram Estate,0,Medium
BUS1446,xr,KVPTA-10,3s,Sathanur,1,Medium
BUS1447,2og,KVASC-03,3n7,Devinagara Cross,6,Medium
BUS1448,2pu,306-MA,6cs,Sriramapura Colony,18,High
BUS1449,kt,401-N MBS-BEML5,9u,Byalahalli,22,Medium
BUS1450,232,CLO-NBC-KTP,1a3,CS-Jai Bharath Nagar,18,High
BUS1451,mk,265-E,5bo,Chikka Basti,10,High
BUS1452,1qg,323-H,2oe,Yelahanka Old Town,16,Low
BUS1453,1xw,255-AE ALRB2-VSD-KBS,3eq,Marenahalli Gate,13,Low
BUS1454,dx,317 HSK-BEML,33j,Bandaiahanapalya,23,Medium
BUS1455,2rb,258 SNBS-NMG,z6,Hale Chandapura,11,Low
BUS1456,2ni,13-H,24j,Kengal Kempohalli,1,Medium
BUS1457,2kp,361-C,tz,Lakkenahalli Junction Sondekoppa Road,7,Medium
BUS1458,ek,D34G-KCH,2ac,Doddakallasandra Metro Station,21,Medium
BUS1459,1sw,V-500CK,29,Akkithimmanahalli 1,22,Medium
BUS1460,2qn,355-C KBS-D27G,5wx,Vijayapura Cross,19,High
BUS1461,2ov,MBS-12 ANP-VSD-KBS,595,Shivajinagara Bus Station,17,High
BUS1462,1z1,306-M,1sv,Adarshanagara,4,Medium
BUS1463,2hb,258-F D43G-SVP,4tj,Chokkasandra Gate,17,High
BUS1464,dl,295,t9,Lakkondahalli Gate,10,High
BUS1465,ml,345-C SNBS-NJP,51g,Tin Factory,1,Medium
BUS1466,156,225-P BRN-JNK-KMT,4fq,JP Nagara 1st Phase,23,Medium
BUS1467,13n,KLN-GNP,1ox,TG Halli Quarters,14,Low
BUS1468,199,316-A,44o,18th Main Jayanagara,2,Medium
BUS1469,1bt,368 SBS-D27G,7,CS-Dhoopanahalli,14,Low
BUS1470,31l,MF-248G,445,Dharmapura Gate,0,Medium
BUS1471,l3,315,4mf,St Josephine School Annapoorneshwarinagara,3,Medium
BUS1472,2k9,349-A,1fm,Honnavara Gate,6,Medium
BUS1473,1a,226-E KMT-CGD-BDD,5dn,Solur,3,Medium
BUS1474,2i8,MF-39 JBMS-UBD,5ie,Hebbagodi,17,High
BUS1475,qu,TR-4A CLO-RKHN,1zn,Lalbagh Metro Station,15,Low
BUS1476,1ua,BEL GS-37,4a1,ITI Colony Gate,16,Low
BUS1477,21u,222 SCS-KGR,38k,Arivesandra,1,Medium
BUS1478,jl,227-M,3f1,Konappana Agrahara,10,High
BUS1479,p9,D12-BSN,2te,Rajanukunte,12,Low
BUS1480,k5,285 SRN-KBS-GKVK,rk,Janaki Rama Layout,7,Medium
BUS1481,150,346-J,4so,Gopal Estate,5,Medium
BUS1482,ot,410,99,Ashwath Nagara Cross,8,High
BUS1483,2sb,282 HBLB-VNC-D52G,1q6,State Bank of India,9,High
BUS1484,1ve,295-D KBS-YBD,2jq,Telecom Layout,4,Medium
BUS1485,2z9,215-U,358,Hoovinayakanahalli,5,Medium
BUS1486,18i,258-C VSD FLY,5ri,Singasandra FLY,18,High
BUS1487,31u,VNS--24,4no,Nettigere Cross,17,High
BUS1488,2zw,290 SBS-RSL-TNS,4ha,Akshayanagara New Town,0,Medium
BUS1489,2so,500-A BSK-BELF,1ns,Deva Machohalli Cross,1,Medium
BUS1490,1m7,216,js,RMG Factory,9,High
BUS1491,1ci,381-G,3yd,Thomas Cafe,8,High
BUS1492,163,13-B SGH-PNNR,3ef,BMSIT College Campous Yelahanka,20,High
BUS1493,b3,NP-03A,17l,Hosapalya,5,Medium
BUS1494,3g,210-D KMT-CEC,r7,Raghuvanahalli Cross,17,High
BUS1495,1bk,252 PSS-KGVP,2ah,Jayanagara Pump House,6,Medium
BUS1496,1q0,258-S KBS-RDH,2xc,Madhura Nagara Hostel,16,Low
BUS1497,21z,502-CT YTTMC-GGP-KRPMS,271,Bettenahalli,13,Low
BUS1498,no,VNS-6,4z9,Udhbhava School,13,Low
BUS1499,2qa,225-G KMT FLY,2vo,CS-Thanisandra,3,Medium
